,rmse_1,mae_1,rmse_2,mae_2,rmse_3,mae_3
0,0.811330898876177,0.6288105527247798,0.8039371327983843,0.6219517102392743,0.7908655146552536,0.6091951616574388
1,0.8107994016783404,0.6284441063111159,0.8035742120342911,0.6217028343927375,0.7906710598179255,0.6091746678329302
2,0.8109780309154091,0.6285885162465565,0.803686066940408,0.6217357213589576,0.7904821017487178,0.6088365384857045
3,0.8109525216134497,0.6283781776577424,0.8036891311720239,0.6215206527427333,0.7907176915240056,0.6089090072253156
