,rmse_1,mae_1,rmse_2,mae_2,rmse_3,mae_3
0,0.8143489426503095,0.6305730592765303,0.8072127663417205,0.6240902948838022,0.80838315704398,0.6218522041009813
1,0.8152039619680304,0.6311437577981629,0.8079976317506841,0.6247415359035556,0.8089308934714488,0.62228178552256
2,0.814404078474803,0.630376994250484,0.8068337334199907,0.6236527189031505,0.8082889254559287,0.6216059091996367
3,0.8144909146389235,0.6303284831043436,0.807346899239202,0.6238712519668013,0.8085996512726802,0.6217307643475712
