,rmse_1,mae_1,rmse_2,mae_2,rmse_3,mae_3
0,0.8097691012801538,0.6280157485874622,0.8025825006170371,0.6211655807188411,0.7790471297247147,0.6000207897136268
1,0.809118891001471,0.6276024781857473,0.8023483785848383,0.62096606338354,0.7792845666446424,0.600345148291494
2,0.808794721238246,0.6271714179355917,0.8021933244061137,0.6207864583075599,0.7789806502198682,0.5999425869412918
3,0.8096560105329562,0.6278378363081123,0.8029213475512904,0.6213448831535314,0.7797440976570359,0.6006757050239193
